Program Stream,Province/Territory,Employer,Address,Occupation,Code,Job Title,Incorporate Status,Approved LMIAs,Approved Positions,Quarter
  Primary Agriculture,Quebec,Ferme Avicole Bernard Morin et Fils Inc.,"SAINT-BERNARD-MICHAUDVILLE, QC J0H 1C0",8431-General farm workers,8431,General farm workers,Sole Proprietorship,2.0,2.0,3
  Primary Agriculture,Quebec,Ferme Avicole St-Bruno Inc.,"St-Bruno, QC G0W 2L0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme B.M. Quesnel inc.,"Saint-Anicet, QC J0S 1M0",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme B.S. Turin Senc.,"COMPTON, QC J0B 1L0",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Bard inc.,"SAINTE-ANNE-DE-LA-POCATIÈRE, QC G0R 1Z0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Baril Bon Lait Inc.,"LORRAINVILLE, QC J0Z 2R0",8431-General farm workers,8431,General farm workers,Sole Proprietorship,2.0,2.0,3
  Primary Agriculture,Quebec,Ferme Bastien Inc,"SAINT-LIN-LAURENTIDES, QC J5M 1Y6",8431-General farm workers,8431,General farm workers,Sole Proprietorship,2.0,5.0,3
  Primary Agriculture,Quebec,Ferme Bastille (2018) inc.,"SAINT-JEAN-DE-DIEU, QC G0L 3M0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Beaudoin SENC,"Durham-Sud, QC J0H 2C0",8431-General farm workers,8431,General farm workers,Partnership,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Bélaro inc.,"Princeville, QC G6L 4C6",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Benoit Daigle et Fils Inc.,"DISRAELI, QC G0N 1E0",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Benoit Morneau Inc,"KAMOURASKA, QC G0L 1M0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme BEN-TAR Inc.,"PLESSISVILLE, QC G6L 2Y2",8431-General farm workers,8431,General farm workers,Corporation,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme Berg Inc.,"Québec, QC J0A  1M",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Bérichel et Fils 2007 Inc.,"SAINT-BRUNO-DE-GUIGUES, QC J0Z 2G0",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Berleur & fils inc.,"Saint-Sébastien, QC J0J 2C0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Bernerhof inc.,"UPTON, QC J0H 2E0",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Berni 2001 Inc.,"Ste-Elisabeth de Warwick, QC J0A  1M",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Berthely Inc.,"HONFLEUR, QC G0R 1N0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Blondeau 2000 inc.,"STE-ÉLIZABETH-DE-WARWICK, QC J0A 1M0",8431-General farm workers,8431,General farm workers,Partnership,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme BM Forget Inc.,"Laval, QC H7A 0H9",8431-General farm workers,8431,General farm workers,Corporation,1.0,3.0,3
  Primary Agriculture,Quebec,Ferme Bochatay et fils Inc.,"St-Théodore-d'Acton, QC J0H 1Z0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Bon-Conseil inc.,"Notre-Dame-du-Bon-Conseil, QC J0C 1A0",8431-General farm workers,8431,General farm workers,Corporation,1.0,5.0,3
  Primary Agriculture,Quebec,Ferme Bonvache Inc,"LYSTER, QC G0S 1V0",8431-General farm workers,8431,General farm workers,Corporation,2.0,2.0,3
  Primary Agriculture,Quebec,Ferme Brassard & fils inc.,"PLESSISVILLE, QC G6L 2Y2",8431-General farm workers,8431,General farm workers,Corporation,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme Breault & Frères Inc.,"COMPTON, QC J0B 1L0",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,4.0,3
  Primary Agriculture,Quebec,Ferme Bryhill inc.,"Ormstown, QC J0S 1K0",8431-General farm workers,8431,General farm workers,Corporation,2.0,2.0,3
  Primary Agriculture,Quebec,Ferme Buholz inc.,"Notre-Dame-du-Bon-Conseil, QC J0C 1A0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme C & R Tarte (2433-7529 Québec inc.),"Lanoraie, QC J0K 1E0",8431-General farm workers,8431,General farm workers,Corporation,1.0,4.0,3
  Primary Agriculture,Quebec,Ferme Carbonneau,"Coaticook, QC J1A 2S1",8431-General farm workers,8431,General farm workers,Partnership,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Carinan Inc.,"SAINT-HENRI, QC G0R 3E0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Celijean S.E.N.C.,"SAINT-THURIBE, QC G0A 4H0",8431-General farm workers,8431,General farm workers,Partnership,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme Charles Charette et fils inc,"SAINT-LÉON-LE-GRAND, QC J0K 2W0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Chaumière inc.,"St-Michel-de-Bellechasse, QC G0R 3S0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Chelcive senc,"Henryville, QC J0J  1E",8431-General farm workers,8431,General farm workers,Partnership,2.0,2.0,3
  Primary Agriculture,Quebec,Ferme Christian Asselin inc.,"Lanoraie, QC J0K 1E0",8431-General farm workers,8431,General farm workers,Corporation,1.0,5.0,3
  Primary Agriculture,Quebec,Ferme Comestar Holstein Inc,"VICTORIAVILLE, QC G6T 0S9",8431-General farm workers,8431,General farm workers,Partnership,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Côte Rouge Senc.,"MIRABEL, QC J7N 2R3",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme Crimaro Inc.,"FUGÈREVILLE, QC J0Z 2A0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme D.E.C. inc.,"St-Roch-de-l'Achigan, QC J0K 3H0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Damilie-Porcs inc.,"St-Barnabé-Nord, QC G0X 2K0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme d'Auteuil Inc,"Laval, QC H7J 1G2",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme de la Cavée Inc.,"Saint-Marie, QC G6E 3A8",8431-General farm workers,8431,General farm workers,Partnership,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme de la Route Inc.,"Sainte-Agathe-de-Lotbinière, QC G0S 2A0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme de l'Élouard S.E.N.C.,"St-François-du-Lac, QC J0G 1M0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Dency Senc.,"Saint-Antoine Isle-aux-Grues, QC G0R 1P0",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Denis & André Morin Inc.,"ST-GABRIEL-DE-BRANDON, QC J0K 2N0",8431-General farm workers,8431,General farm workers,Corporation,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme Denis Prud'Homme Inc.,"SAINT-EUSTACHE, QC J7R 0J6",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme des Feuilles (Albanel) Inc.,"Albanel, QC G8M 3L3",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme des Rasades inc.,"Notre-Dame-des-Neiges, QC G0L 4K0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme des Ruisseaux SENC,"ALMA, QC G8B  5V",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme des Sauges (2009) Inc.,"Farnham, QC J2N 2R2",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme des Saules J.R.T. Inc.,"Sainte-Hélène-de-Kamourask, QC G0L 3J0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme DF (1982) Inc.,"Saint-Eugène-d'Argentenay, QC G0W 1B0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme DFM Hendersone,"Saint-Chrysostome, QC J0S 1R0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Dony inc.,"SAINT-BASILE, QC G0A 3G0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Drapeau et Bélanger Inc.,"Ste-Françoise-de-Lotbinière, QC G0S 2N0",8431-General farm workers,8431,General farm workers,Co-operative,2.0,2.0,3
  Primary Agriculture,Quebec,Ferme Drapeau et Fils,"Sainte-Praxède, QC G0M  1H",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme du domaine 2000 Inc.,"SHAWINIGAN, QC G9P 5G6",8431-General farm workers,8431,General farm workers,Corporation,2.0,4.0,3
  Primary Agriculture,Quebec,Ferme du domaine 2000 Inc.,"SHAWINIGAN, QC G9P 5G6",8611-Harvesting labourers,8611,Harvesting labourers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme du Méandre MT inc,"Ste-Monique, QC J0G 1N0",8431-General farm workers,8431,General farm workers,Corporation,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme Du Petit 5 Inc.,"Saint-Alexandre-Kamouraska, QC G0L  2G",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Dubosson Inc.,"Saint-Théodore-d'Acton, QC J0H 1Z0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme F. et Y. (2013) inc.,"Saint-Elphège, QC J0G 1J0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Familiporc inc.,"SAINT-LÉON-LE-GRAND, QC J0K 2W0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Famille St-Hilaire,"Saint-Odilon, QC G0S 3A0",8431-General farm workers,8431,General farm workers,Corporation,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme Fanico inc,"CHAMPLAIN, QC G0X 1C0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Ferland et Frères (3104-3052 Québec Inc.),"COMPTON, QC J0B 1L0",8431-General farm workers,8431,General farm workers,Partnership,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Fernand Rondeau et fils inc.,"Lanoraie, QC J0K 1E0",8431-General farm workers,8431,General farm workers,Corporation,3.0,6.0,3
  Primary Agriculture,Quebec,Ferme Filiale St-Ludger inc.,"St-Ludger, QC G0M 1W0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Filiber (1976) Ltéé,"MATANE, QC G4W 7H1",8431-General farm workers,8431,General farm workers,Corporation,2.0,2.0,3
  Primary Agriculture,Quebec,Ferme Fipierre S.E.N.C.,"Saint-Romain, QC G0Y 1L0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Floroma Inc.,"Pont-Rouge, QC G3H 1S3",8431-General farm workers,8431,General farm workers,Corporation,1.0,3.0,3
  Primary Agriculture,Quebec,Ferme Franche SENC.,"Mirabel, QC J7N 3B5",8431-General farm workers,8431,General farm workers,Partnership,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme François Blouin Inc.,"Sainte-Famille-de-l'île-d'orléans, QC G0A 3P0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Frazer Inc,"ST-NARCISSE-DE-BEAURIVAGE, QC G0S 1W0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Fuchs inc,"LYSTER, QC G0S 1V0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme G. Beauchemin et fils inc.,"SAINTE-MARIE-MADELEINE, QC J0H 1S0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme G.M.H. inc,"Chesterville, QC G0P 1J0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme G.M.S Beaudry inc,"UPTON, QC J0H 2E0",8431-General farm workers,8431,General farm workers,Unknown,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Gajo inc.,"Bécancour, QC G9H 3R1",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Gambler + inc.,"TINGWICK, QC J0A 1L0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Gaston Roy et Fils Inc.,"SAINT-MICHEL, QC J0L 2J0",8431-General farm workers,8431,General farm workers,Corporation,1.0,9.0,3
  Primary Agriculture,Quebec,Ferme Géliporc Inc.,"SAINT-TITE, QC G0X  3H",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Gémini Inc.,"St-Barnabé-N, QC G0X 2K0",8431-General farm workers,8431,General farm workers,Partnership,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Gentiny 2013 inc,"Bécancour, QC G9H 4G3",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme GeoBastien & Fils s.e.n.c.,"Sainte-Anne-des-Plaines, QC J0N 1H0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Gepaquette (2009) inc,"SAINT-PAUL-D'ABBOTSFORD, QC J0E 1A0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Gérard Leblanc Inc.,"Nicolet, QC J3T 1T7",8431-General farm workers,8431,General farm workers,Corporation,2.0,2.0,3
  Primary Agriculture,Quebec,Ferme Germado et fils inc.,"St-Wenceslas, QC G0Z 1J0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Ghislain Maurice Inc,"Val-Joli, QC J1S 0G2",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Gilcristall Senc.,"MIRABEL, QC J7N 2G1",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Gilson Inc.,"UPTON, QC J0H 2E0",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Girelou Inc.,"SAINT-WENCESLAS, QC G0Z 1J0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme GMS,"SAINT-ROCH-DE-L'ACHIGAN, QC J0K 3H0",8431-General farm workers,8431,General farm workers,Corporation,2.0,6.0,3
  Primary Agriculture,Quebec,Ferme Goutel inc.,"COURCELLES, QC G0M 1C0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Grilac S.E.N.C.,"Stratford, QC G0Y 1P0",8431-General farm workers,8431,General farm workers,Partnership,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Guy Béland Inc.,"Neuville, QC G0A 2R0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Guy Phaneuf et Fils Inc.,"UPTON, QC J0H 2E0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme H Daigneault & fils inc,"Sainte-Clotilde, QC J0L 1W0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Har-Lait Inc.,"St-Épiphane, QC G0L 2X0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Hauteville Inc.,"St-Denis-De-La-Bouteillerie, QC G0L 2R0",8431-General farm workers,8431,General farm workers,Partnership,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Hermel Dubé & Fils inc.,"DÉGELIS, QC G5T 1B7",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Holstein Lauduc inc.,"Beauharnois, QC J6N 0L5",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Holstein Roxie inc.,"Saint-Didace, QC J0K 2G0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Huppin SENC,"St-Rosaire, QC G0Z  1K",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Intense Inc.,"SAINTE-BRIGITTE-DES-SAULTS, QC J0C 1E0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Irma Inc,"ST-ALBERT, QC J0A 1E0",8431-General farm workers,8431,General farm workers,Corporation,2.0,2.0,3
  Primary Agriculture,Quebec,Ferme J Veillette Inc.,"SAINT-MAURICE, QC G0X 2X0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme J. & F. Ouellet inc.,"SAINT-JOSEPH-DE-KAMOURASKA, QC G0L 3P0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme J.A.Lauzon Inc.,"Brownsburg-Chatham, QC J8G  2G",8431-General farm workers,8431,General farm workers,Corporation,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme J.C. Prémont & fils inc.,"Ste-Famille-Île-d'Orléans, QC G0A 3P0",8431-General farm workers,8431,General farm workers,Corporation,1.0,3.0,3
  Primary Agriculture,Quebec,Ferme J.D.N. Pelletier Inc.,"HÉBERTVILLE, QC G8N 1B6",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme J.E.S Pouliot Inc.,"Saint-Gervais, QC G0R  3C",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme J.Y. Mayer et Fils inc.,"Béarn, QC J0Z  1G",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Jac-Guy Inc.,"SAINT-WENCESLAS, QC G0Z 1J0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Jacques et Ginette Trépanier et Fils Inc.,"Papineauville, QC J0V  1R",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Janibert Inc.,"Ange-Gardien, QC J0E 1E0",8431-General farm workers,8431,General farm workers,Partnership,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Janon Inc.,"SAINT-PIERRE-DE-LAMY, QC G0L 4B0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Jean Deschênes Inc.,"QUÉBEC, QC G2G  0G",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Jeandon inc.,"SAINT-ROCH-DES-AULNAIES, QC G0R 4E0",8431-General farm workers,8431,General farm workers,Corporation,2.0,2.0,3
  Primary Agriculture,Quebec,Ferme Jean-Noël Gagné Inc,"ST-BERNARD, QC G0S  2G",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,ferme Jeannoise du Lac senc,"alma, QC G8B 5V2",8431-General farm workers,8431,General farm workers,Unknown,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Jean-Roch Champagne & Fils Inc.,"SAINT-HONORÉ-DE-SHENLEY, QC G0M 1V0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Jébelle Lapointe inc.,"SAINT-ALEXANDRE-DE-KAMOURASKA, QC G0L 2G0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Jéritin inc.,"Saint-Bruno, QC G0W  2L",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,"Ferme Jief, SENC.","Saint-Jacques, QC J0K 2R0",8431-General farm workers,8431,General farm workers,Corporation,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme Jocy inc.,"Saint-Modeste, QC G0L 3W0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Jovanel inc.,"Saint-Charles-de-Bellechasse, QC G0R  2T",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Justelle senc,"Saint-Anicet, QC J0S 1M0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme K.L. Mainville Inc.,"Lachute, QC J8H 1Y2",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Kingsbury Inc.,"Saint-André-Argenteuil, QC J0V 1X0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Kingsey inc.,"Kingsey Falls, QC J0A 1B0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme L. Roy inc.,"Coaticook, QC J1A 2S5",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme L.M. Drainville & Fils inc.,"Saint-Thomas, QC J0K 3L0",8431-General farm workers,8431,General farm workers,Corporation,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme la Bichette inc.,"TINGWICK, QC J0A 1L0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme La Fougère Inc.,"COMPTON, QC J0B 1L0",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme la Giroflée senc,"Hemmingford, QC J0L 1H0",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme La Ronchonnerie inc,"LYSTER, QC G0S 1V0",8431-General farm workers,8431,General farm workers,Unknown,1.0,3.0,3
  Primary Agriculture,Quebec,Ferme Lachance-Riquier inc.,"L'Assomption, QC J5W 1G7",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme L'Achigan inc.,"Saint-Roch Ouest, QC J0K 3H0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Lacnor inc.,"Saint-Bruno, QC G0W 2L0",8431-General farm workers,8431,General farm workers,Sole Proprietorship,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Lafrance Sirois S.N.C.,"L'Isle-Verte, QC G0L  1K",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Lainson 2002 Inc,"St-Maurice, QC G0X 2X0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme LaitRoy Inc.,"Thetford Mines, QC G6G 0L4",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Lanormande inc,"Victoriaville, QC G6P 0A9",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Laristein 2010 inc.,"Sainte-Eulalie, QC G0Z 1E0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Léonidas Gosselin et Fils Ltée,"St-Éphrem-de-Beauce, QC G0M 1R0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Les Jumeaux Wotton inc,"Wotton, QC J0A 1N0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Les Perron Inc. (2746-1912 Québec Inc.),"Bury, QC J0B 1J0",8431-General farm workers,8431,General farm workers,Corporation,1.0,3.0,3
  Primary Agriculture,Quebec,Ferme Levasseur senc,"Trois-Rivières, QC G9B  7Z",8431-General farm workers,8431,General farm workers,Partnership,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Lidom Inc,"St-Lin-Laurentides, QC J5M 2A2",8431-General farm workers,8431,General farm workers,Corporation,2.0,2.0,3
  Primary Agriculture,Quebec,Ferme Liégeoise Senc.,"ALBANEL, QC G8M 3L7",8431-General farm workers,8431,General farm workers,Corporation,1.0,2.0,3
  Primary Agriculture,Quebec,Ferme Lilogru Inc.,"Saint-Antoine-de-L'Isle-aux-Grues, QC G0R 1P0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Lise Charbonneau inc.,"Saint-Roch-Ouest, QC J0K 3H0",8431-General farm workers,8431,General farm workers,Corporation,2.0,26.0,3
  Primary Agriculture,Quebec,Ferme Loignon Lavigne inc.,"Saint-Venant-de-Paquette, QC J0B 1S0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Louber inc.,"SAINTE-MARIE, QC G6E 3A8",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme Lucanie 2011 inc.,"Saint-Édouard-de-Fabre, QC J0Z 1Z0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme M et S Ouellet et fils inc.,"Saint-Félicien, QC G8K 2N8",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
  Primary Agriculture,Quebec,Ferme M.G. Proulx Inc.,"SAINT-PLACIDE, QC J0V 2B0",8431-General farm workers,8431,General farm workers,Corporation,1.0,1.0,3
